SSA  degrees/h:
  8.2137302E-02
Year M D h m s  V0+u(deg)     f
2159 1 1 0 0 0  202.882  0.   1.0000
2160 1 1 0 0 0  202.405  0.   1.0000
2161 1 1 0 0 0  203.899  0.   1.0000
2162 1 1 0 0 0  203.421  0.   1.0000
2163 1 1 0 0 0  202.944  0.   1.0000
2164 1 1 0 0 0  202.466  0.   1.0000
2165 1 1 0 0 0  203.960  0.   1.0000
2166 1 1 0 0 0  203.483  0.   1.0000
2167 1 1 0 0 0  203.005  0.   1.0000
2168 1 1 0 0 0  202.528  0.   1.0000
2169 1 1 0 0 0  204.022  0.   1.0000
2170 1 1 0 0 0  203.544  0.   1.0000
2171 1 1 0 0 0  203.067  0.   1.0000
2172 1 1 0 0 0  202.589  0.   1.0000
2173 1 1 0 0 0  204.083  0.   1.0000
2174 1 1 0 0 0  203.606  0.   1.0000
2175 1 1 0 0 0  203.128  0.   1.0000
2176 1 1 0 0 0  202.651  0.   1.0000
2177 1 1 0 0 0  204.145  0.   1.0000
2178 1 1 0 0 0  203.667  0.   1.0000
2179 1 1 0 0 0  203.190  0.   1.0000
2180 1 1 0 0 0  202.712  0.   1.0000
2181 1 1 0 0 0  204.206  0.   1.0000
2182 1 1 0 0 0  203.729  0.   1.0000
2183 1 1 0 0 0  203.251  0.   1.0000
2184 1 1 0 0 0  202.774  0.   1.0000
2185 1 1 0 0 0  204.268  0.   1.0000
2186 1 1 0 0 0  203.790  0.   1.0000
2187 1 1 0 0 0  203.313  0.   1.0000
2188 1 1 0 0 0  202.835  0.   1.0000
2189 1 1 0 0 0  204.329  0.   1.0000
2190 1 1 0 0 0  203.852  0.   1.0000
2191 1 1 0 0 0  203.374  0.   1.0000
2192 1 1 0 0 0  202.897  0.   1.0000
2193 1 1 0 0 0  204.391  0.   1.0000
2194 1 1 0 0 0  203.913  0.   1.0000
2195 1 1 0 0 0  203.436  0.   1.0000
2196 1 1 0 0 0  202.958  0.   1.0000
2197 1 1 0 0 0  204.452  0.   1.0000
2198 1 1 0 0 0  203.975  0.   1.0000
2199 1 1 0 0 0  203.497  0.   1.0000
