P1   degrees/h:
   14.95893    
Year M D h m s  V0+u(deg)     f
2172 1 1 0 0 0  348.705  0.   1.0000
2173 1 1 0 0 0  347.958  0.   1.0000
2174 1 1 0 0 0  348.197  0.   1.0000
2175 1 1 0 0 0  348.436  0.   1.0000
2176 1 1 0 0 0  348.675  0.   1.0000
2177 1 1 0 0 0  347.928  0.   1.0000
2178 1 1 0 0 0  348.166  0.   1.0000
2179 1 1 0 0 0  348.405  0.   1.0000
2180 1 1 0 0 0  348.644  0.   1.0000
2181 1 1 0 0 0  347.897  0.   1.0000
2182 1 1 0 0 0  348.136  0.   1.0000
2183 1 1 0 0 0  348.374  0.   1.0000
2184 1 1 0 0 0  348.613  0.   1.0000
2185 1 1 0 0 0  347.866  0.   1.0000
2186 1 1 0 0 0  348.105  0.   1.0000
2187 1 1 0 0 0  348.344  0.   1.0000
2188 1 1 0 0 0  348.582  0.   1.0000
2189 1 1 0 0 0  347.835  0.   1.0000
2190 1 1 0 0 0  348.074  0.   1.0000
2191 1 1 0 0 0  348.313  0.   1.0000
2192 1 1 0 0 0  348.552  0.   1.0000
2193 1 1 0 0 0  347.805  0.   1.0000
2194 1 1 0 0 0  348.043  0.   1.0000
2195 1 1 0 0 0  348.282  0.   1.0000
2196 1 1 0 0 0  348.521  0.   1.0000
2197 1 1 0 0 0  347.774  0.   1.0000
2198 1 1 0 0 0  348.013  0.   1.0000
2199 1 1 0 0 0  348.251  0.   1.0000
