MU2  degrees/h:
   27.96821    
Year M D h m s  V0+u(deg)     f
2175 1 1 0 0 0  271.583  0.   0.9653
2176 1 1 0 0 0  113.729  0.   0.9714
2177 1 1 0 0 0  266.944  0.   0.9807
2178 1 1 0 0 0  108.724  0.   0.9922
2179 1 1 0 0 0  310.249  0.   1.0047
2180 1 1 0 0 0  151.551  0.   1.0168
2181 1 1 0 0 0  303.860  0.   1.0271
2182 1 1 0 0 0  144.780  0.   1.0343
2183 1 1 0 0 0  345.584  0.   1.0376
2184 1 1 0 0 0  186.382  0.   1.0367
2185 1 1 0 0 0  338.458  0.   1.0316
2186 1 1 0 0 0  179.442  0.   1.0230
2187 1 1 0 0 0   20.600  0.   1.0118
2188 1 1 0 0 0  222.001  0.   0.9994
2189 1 1 0 0 0   14.871  0.   0.9871
2190 1 1 0 0 0  216.730  0.   0.9764
2191 1 1 0 0 0   58.794  0.   0.9683
2192 1 1 0 0 0  260.971  0.   0.9639
2193 1 1 0 0 0   54.455  0.   0.9635
2194 1 1 0 0 0  256.631  0.   0.9672
2195 1 1 0 0 0   98.725  0.   0.9746
2196 1 1 0 0 0  300.638  0.   0.9849
2197 1 1 0 0 0   93.552  0.   0.9970
2198 1 1 0 0 0  294.983  0.   1.0095
2199 1 1 0 0 0  136.197  0.   1.0211
