2SM2 degrees/h:
   31.01590    
Year M D h m s  V0+u(deg)     f
2147 1 1 0 0 0  355.649  0.   1.0359
2148 1 1 0 0 0  255.529  0.   1.0299
2149 1 1 0 0 0  179.653  0.   1.0206
2150 1 1 0 0 0   79.187  0.   1.0090
2151 1 1 0 0 0  338.495  0.   0.9965
2152 1 1 0 0 0  237.561  0.   0.9845
2153 1 1 0 0 0  160.776  0.   0.9743
2154 1 1 0 0 0   59.441  0.   0.9670
2155 1 1 0 0 0  317.987  0.   0.9635
2156 1 1 0 0 0  216.510  0.   0.9640
2157 1 1 0 0 0  139.464  0.   0.9686
2158 1 1 0 0 0   38.163  0.   0.9768
2159 1 1 0 0 0  297.062  0.   0.9876
2160 1 1 0 0 0  196.184  0.   0.9999
2161 1 1 0 0 0  119.936  0.   1.0123
2162 1 1 0 0 0   19.529  0.   1.0234
2163 1 1 0 0 0  279.316  0.   1.0319
2164 1 1 0 0 0  179.222  0.   1.0368
2165 1 1 0 0 0  103.573  0.   1.0376
2166 1 1 0 0 0    3.507  0.   1.0340
2167 1 1 0 0 0  263.346  0.   1.0267
2168 1 1 0 0 0  163.009  0.   1.0164
2169 1 1 0 0 0   86.852  0.   1.0042
2170 1 1 0 0 0  346.058  0.   0.9917
2171 1 1 0 0 0  245.033  0.   0.9803
2172 1 1 0 0 0  143.793  0.   0.9711
2173 1 1 0 0 0   66.785  0.   0.9652
2174 1 1 0 0 0  325.309  0.   0.9632
2175 1 1 0 0 0  223.843  0.   0.9653
2176 1 1 0 0 0  122.453  0.   0.9714
2177 1 1 0 0 0   45.607  0.   0.9807
2178 1 1 0 0 0  304.584  0.   0.9922
2179 1 1 0 0 0  203.808  0.   1.0047
2180 1 1 0 0 0  103.263  0.   1.0168
2181 1 1 0 0 0   27.323  0.   1.0271
2182 1 1 0 0 0  287.160  0.   1.0343
2183 1 1 0 0 0  187.104  0.   1.0376
2184 1 1 0 0 0   87.064  0.   1.0367
2185 1 1 0 0 0   11.357  0.   1.0316
2186 1 1 0 0 0  271.130  0.   1.0230
2187 1 1 0 0 0  170.721  0.   1.0118
2188 1 1 0 0 0   70.076  0.   0.9994
2189 1 1 0 0 0  353.576  0.   0.9871
2190 1 1 0 0 0  252.466  0.   0.9764
2191 1 1 0 0 0  151.158  0.   0.9683
2192 1 1 0 0 0   49.731  0.   0.9639
2193 1 1 0 0 0  332.624  0.   0.9635
2194 1 1 0 0 0  231.188  0.   0.9672
2195 1 1 0 0 0  129.852  0.   0.9746
2196 1 1 0 0 0   28.695  0.   0.9849
2197 1 1 0 0 0  312.150  0.   0.9970
2198 1 1 0 0 0  211.468  0.   1.0095
2199 1 1 0 0 0  111.011  0.   1.0211
