SA   degrees/h:
  4.1068599E-02
Year M D h m s  V0+u(deg)     f
2053 1 1 0 0 0  281.119  0.   1.0000
2054 1 1 0 0 0  280.880  0.   1.0000
2055 1 1 0 0 0  280.642  0.   1.0000
2056 1 1 0 0 0  280.403  0.   1.0000
2057 1 1 0 0 0  281.150  0.   1.0000
2058 1 1 0 0 0  280.911  0.   1.0000
2059 1 1 0 0 0  280.672  0.   1.0000
2060 1 1 0 0 0  280.434  0.   1.0000
2061 1 1 0 0 0  281.181  0.   1.0000
2062 1 1 0 0 0  280.942  0.   1.0000
2063 1 1 0 0 0  280.703  0.   1.0000
2064 1 1 0 0 0  280.465  0.   1.0000
2065 1 1 0 0 0  281.211  0.   1.0000
2066 1 1 0 0 0  280.973  0.   1.0000
2067 1 1 0 0 0  280.734  0.   1.0000
2068 1 1 0 0 0  280.495  0.   1.0000
2069 1 1 0 0 0  281.242  0.   1.0000
2070 1 1 0 0 0  281.003  0.   1.0000
2071 1 1 0 0 0  280.765  0.   1.0000
2072 1 1 0 0 0  280.526  0.   1.0000
2073 1 1 0 0 0  281.273  0.   1.0000
2074 1 1 0 0 0  281.034  0.   1.0000
2075 1 1 0 0 0  280.795  0.   1.0000
2076 1 1 0 0 0  280.557  0.   1.0000
2077 1 1 0 0 0  281.304  0.   1.0000
2078 1 1 0 0 0  281.065  0.   1.0000
2079 1 1 0 0 0  280.826  0.   1.0000
2080 1 1 0 0 0  280.587  0.   1.0000
2081 1 1 0 0 0  281.334  0.   1.0000
2082 1 1 0 0 0  281.096  0.   1.0000
2083 1 1 0 0 0  280.857  0.   1.0000
2084 1 1 0 0 0  280.618  0.   1.0000
2085 1 1 0 0 0  281.365  0.   1.0000
2086 1 1 0 0 0  281.126  0.   1.0000
2087 1 1 0 0 0  280.888  0.   1.0000
2088 1 1 0 0 0  280.649  0.   1.0000
2089 1 1 0 0 0  281.396  0.   1.0000
2090 1 1 0 0 0  281.157  0.   1.0000
2091 1 1 0 0 0  280.918  0.   1.0000
2092 1 1 0 0 0  280.680  0.   1.0000
2093 1 1 0 0 0  281.427  0.   1.0000
2094 1 1 0 0 0  281.188  0.   1.0000
2095 1 1 0 0 0  280.949  0.   1.0000
2096 1 1 0 0 0  280.710  0.   1.0000
2097 1 1 0 0 0  281.457  0.   1.0000
2098 1 1 0 0 0  281.219  0.   1.0000
2099 1 1 0 0 0  280.980  0.   1.0000
2100 1 1 0 0 0  280.741  0.   1.0000
2101 1 1 0 0 0  281.488  0.   1.0000
2102 1 1 0 0 0  281.249  0.   1.0000
2103 1 1 0 0 0  281.011  0.   1.0000
2104 1 1 0 0 0  280.772  0.   1.0000
2105 1 1 0 0 0  281.519  0.   1.0000
2106 1 1 0 0 0  281.280  0.   1.0000
2107 1 1 0 0 0  281.041  0.   1.0000
2108 1 1 0 0 0  280.803  0.   1.0000
2109 1 1 0 0 0  281.550  0.   1.0000
2110 1 1 0 0 0  281.311  0.   1.0000
2111 1 1 0 0 0  281.072  0.   1.0000
2112 1 1 0 0 0  280.833  0.   1.0000
2113 1 1 0 0 0  281.580  0.   1.0000
2114 1 1 0 0 0  281.342  0.   1.0000
2115 1 1 0 0 0  281.103  0.   1.0000
2116 1 1 0 0 0  280.864  0.   1.0000
2117 1 1 0 0 0  281.611  0.   1.0000
2118 1 1 0 0 0  281.372  0.   1.0000
2119 1 1 0 0 0  281.134  0.   1.0000
2120 1 1 0 0 0  280.895  0.   1.0000
2121 1 1 0 0 0  281.642  0.   1.0000
2122 1 1 0 0 0  281.403  0.   1.0000
2123 1 1 0 0 0  281.164  0.   1.0000
2124 1 1 0 0 0  280.926  0.   1.0000
2125 1 1 0 0 0  281.673  0.   1.0000
2126 1 1 0 0 0  281.434  0.   1.0000
2127 1 1 0 0 0  281.195  0.   1.0000
2128 1 1 0 0 0  280.956  0.   1.0000
2129 1 1 0 0 0  281.703  0.   1.0000
2130 1 1 0 0 0  281.465  0.   1.0000
2131 1 1 0 0 0  281.226  0.   1.0000
2132 1 1 0 0 0  280.987  0.   1.0000
2133 1 1 0 0 0  281.734  0.   1.0000
2134 1 1 0 0 0  281.495  0.   1.0000
2135 1 1 0 0 0  281.257  0.   1.0000
2136 1 1 0 0 0  281.018  0.   1.0000
2137 1 1 0 0 0  281.765  0.   1.0000
2138 1 1 0 0 0  281.526  0.   1.0000
2139 1 1 0 0 0  281.287  0.   1.0000
2140 1 1 0 0 0  281.049  0.   1.0000
2141 1 1 0 0 0  281.796  0.   1.0000
2142 1 1 0 0 0  281.557  0.   1.0000
2143 1 1 0 0 0  281.318  0.   1.0000
2144 1 1 0 0 0  281.079  0.   1.0000
2145 1 1 0 0 0  281.826  0.   1.0000
2146 1 1 0 0 0  281.588  0.   1.0000
2147 1 1 0 0 0  281.349  0.   1.0000
2148 1 1 0 0 0  281.110  0.   1.0000
2149 1 1 0 0 0  281.857  0.   1.0000
2150 1 1 0 0 0  281.618  0.   1.0000
2151 1 1 0 0 0  281.380  0.   1.0000
2152 1 1 0 0 0  281.141  0.   1.0000
2153 1 1 0 0 0  281.888  0.   1.0000
2154 1 1 0 0 0  281.649  0.   1.0000
2155 1 1 0 0 0  281.410  0.   1.0000
2156 1 1 0 0 0  281.172  0.   1.0000
2157 1 1 0 0 0  281.919  0.   1.0000
2158 1 1 0 0 0  281.680  0.   1.0000
2159 1 1 0 0 0  281.441  0.   1.0000
2160 1 1 0 0 0  281.202  0.   1.0000
2161 1 1 0 0 0  281.949  0.   1.0000
2162 1 1 0 0 0  281.711  0.   1.0000
2163 1 1 0 0 0  281.472  0.   1.0000
2164 1 1 0 0 0  281.233  0.   1.0000
2165 1 1 0 0 0  281.980  0.   1.0000
2166 1 1 0 0 0  281.741  0.   1.0000
2167 1 1 0 0 0  281.503  0.   1.0000
2168 1 1 0 0 0  281.264  0.   1.0000
2169 1 1 0 0 0  282.011  0.   1.0000
2170 1 1 0 0 0  281.772  0.   1.0000
2171 1 1 0 0 0  281.533  0.   1.0000
2172 1 1 0 0 0  281.295  0.   1.0000
2173 1 1 0 0 0  282.042  0.   1.0000
2174 1 1 0 0 0  281.803  0.   1.0000
2175 1 1 0 0 0  281.564  0.   1.0000
2176 1 1 0 0 0  281.325  0.   1.0000
2177 1 1 0 0 0  282.072  0.   1.0000
2178 1 1 0 0 0  281.834  0.   1.0000
2179 1 1 0 0 0  281.595  0.   1.0000
2180 1 1 0 0 0  281.356  0.   1.0000
2181 1 1 0 0 0  282.103  0.   1.0000
2182 1 1 0 0 0  281.864  0.   1.0000
2183 1 1 0 0 0  281.626  0.   1.0000
2184 1 1 0 0 0  281.387  0.   1.0000
2185 1 1 0 0 0  282.134  0.   1.0000
2186 1 1 0 0 0  281.895  0.   1.0000
2187 1 1 0 0 0  281.656  0.   1.0000
2188 1 1 0 0 0  281.418  0.   1.0000
2189 1 1 0 0 0  282.165  0.   1.0000
2190 1 1 0 0 0  281.926  0.   1.0000
2191 1 1 0 0 0  281.687  0.   1.0000
2192 1 1 0 0 0  281.448  0.   1.0000
2193 1 1 0 0 0  282.195  0.   1.0000
2194 1 1 0 0 0  281.957  0.   1.0000
2195 1 1 0 0 0  281.718  0.   1.0000
2196 1 1 0 0 0  281.479  0.   1.0000
2197 1 1 0 0 0  282.226  0.   1.0000
2198 1 1 0 0 0  281.987  0.   1.0000
2199 1 1 0 0 0  281.749  0.   1.0000
